shapeID,shapeName,date,mapping_method,gefs_mean_mm,gefs_max_mm,observed_mean_mm,observed_max_mm,heavy_probability_mean,heavy_probability_max,very_heavy_probability_max,grid_cells,risk_level,very_heavy_experimental,correction_raw_mean_mm,global_corrected_mean_mm,global_corrected_max_mm,regime_corrected_mean_mm,regime_corrected_max_mm,regime_adjustment_mm,global_adjustment_mm,trust_grid_cells,observation_confidence_mean,observation_confidence_min,low_confidence_risk_mean,low_confidence_risk_max,low_confidence_cell_fraction,confidence_available_fraction,selective_trust_raw_mean_mm,selective_trust_raw_max_mm,selective_adjustment_mean_mm,observation_reliability_signal,geographic_grid_cells,elevation_mean_m,elevation_max_m,terrain_relief_mean_m,terrain_relief_max_m,slope_mean_degrees,slope_max_degrees,distance_to_coast_min_km,distance_to_coast_mean_km,coastal_fraction_25km,coastal_fraction_50km,coastal_fraction_75km,coastal_fraction_100km,coastal_fraction_150km,orographic_cell_fraction,coastal_orographic_fraction,dominant_geographic_regime_code,coastal_district_75km,orographic_district,dominant_geographic_regime
76128533B45623818137574,Arwal,2018-07-27,contained_grid,25.210001,25.210001,2.3899999,2.3899999,0.019691378,0.019691378,0.00053235487,1,Low Modelled Signal,False,25.210001,19.815594,19.815594,19.800072,19.800072,-5.4099293,-5.3944073,1,0.6536396,0.6536396,0.0,0.0,0.0,1.0,19.800072,19.800072,0.0,Higher observation agreement,1,71.19,81.0,9.809998,9.809998,0.030759115,0.030759115,442.1251,442.1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,Interior plain
76128533B75548370501185,Ashoknagar,2018-07-27,contained_grid,6.6783333,12.750001,2.6658335,5.8250003,0.011340749,0.018257253,0.00067259889,6,Low Modelled Signal,False,6.6783333,2.4477966,7.3555932,2.4400361,7.3400726,-4.2382975,-4.2305365,6,0.65481,0.5595379,0.0,0.0,0.0,1.0,2.440036,7.3400726,0.0,Higher observation agreement,6,456.00296,531.0,48.330368,78.609985,0.077136904,0.12306301,521.6067,553.82733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,Interior plain
76128533B20660206691661,Auraiya,2018-07-27,contained_grid,6.0500002,6.4,40.221252,60.230003,0.02602062,0.032450978,0.00036255666,2,Low Modelled Signal,False,6.0500002,0.6555922,1.0055923,0.64007163,0.99007177,-5.4099283,-5.3944082,2,0.44411233,0.4081869,0.8574092,1.0,1.0,1.0,5.278594,6.4,4.638522,Elevated observation disagreement,2,139.87445,149.0,6.6255493,7.5522156,0.012137143,0.012241141,803.9029,811.6741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,Interior plain
76128533B21485639457044,Aurangabad,2018-07-27,contained_grid,5.6125002,11.460001,8.7765627,17.195,0.010104812,0.023090042,0.00039594693,4,Low Modelled Signal,False,5.6125002,2.1902964,6.0655932,2.1825361,6.0500727,-3.4299641,-3.4222038,4,0.55374,0.50969964,0.09109275,0.364371,0.25,1.0,2.3519688,6.0500727,0.16943254,Mixed observation agreement,4,100.851944,211.0,36.398056,99.541115,0.09836434,0.16393875,423.7429,434.9095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,Interior plain
76128533B39329594544563,Aurangabad,2018-07-27,contained_grid,0.85600001,1.1,0.23441666,1.4099998,0.00019014388,0.00021398347,3.4187997e-05,15,Low Modelled Signal,False,0.85600001,0.0,0.0,0.0,0.0,-0.85600001,-0.85600001,15,0.8407726,0.70854855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Higher observation agreement,15,558.777,903.0,174.2897,413.3278,0.20619419,0.4847919,185.33403,239.45943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,Interior plain
76128533B73925919155567,Azamgarh,2018-07-27,contained_grid,2.922857,7.87,6.4401779,16.894999,0.0026066008,0.0057834759,0.00029085434,7,Low Modelled Signal,False,2.922857,0.35588354,2.4755921,0.35144907,2.4600716,-2.571408,-2.5669734,7,0.58438414,0.50494385,0.06007989,0.42055923,0.14285714285714285,1.0,0.67647696,4.7352667,0.32502788,Higher observation agreement,7,81.576035,91.0,4.2811117,5.1033325,0.009558878,0.011192576,607.9849,632.4626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,Interior plain
76128533B88214376170788,Badgam,2018-07-27,nearest_grid,6.6400003,6.6400003,1.4749999,1.4749999,0.00089671568,0.00089671568,2.5496684e-05,1,Low Modelled Signal,False,6.6400003,1.2455926,1.2455926,1.230072,1.230072,-5.4099283,-5.3944077,1,0.6977804,0.6977804,0.0,0.0,0.0,1.0,1.230072,1.230072,0.0,Higher observation agreement,1,2322.94,3699.0,1376.06,1376.06,2.5781293,2.5781293,1202.5162,1202.5162,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,False,True,Interior orographic
76128533B83278580643229,Bagalkot,2018-07-27,contained_grid,0.84222221,1.1800001,0.53194445,2.6300001,0.00018985417,0.00021528745,5.1826337e-05,9,Low Modelled Signal,False,0.84222221,0.0,0.0,0.0,0.0,-0.84222221,-0.84222221,9,0.8233451,0.6653951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Higher observation agreement,9,561.1816,686.0,93.929504,117.24109,0.056782953,0.11589529,153.63647,194.84337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,Interior plain
76128533B64217423710469,Bageshwar,2018-07-27,contained_grid,23.84,30.170002,13.656,25.855,0.014681039,0.021957869,0.00025525401,5,Low Modelled Signal,False,23.84,18.445593,24.775595,18.430073,24.760075,-5.4099274,-5.3944073,5,0.5442339,0.46441856,0.19566897,0.8993549,0.4,1.0,19.488628,29.625519,1.0585549,Mixed observation agreement,5,2325.2131,7280.0,1532.387,2810.6055,2.0513215,3.234519,1060.7333,1084.8857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,False,True,Interior orographic
76128533B46268976217915,Baghpat,2018-07-27,contained_grid,19.344999,23.699999,51.647499,54.884991,0.019990932,0.031498432,0.00050538842,2,Low Modelled Signal,False,19.344999,13.950592,18.305592,13.93507,18.29007,-5.4099293,-5.3944073,2,0.41652545,0.41652545,1.0,1.0,1.0,1.0,19.345,23.699999,5.409929,Elevated observation disagreement,2,227.39278,243.0,10.1072235,10.460007,0.020777363,0.021214608,851.5941,863.41516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,Interior plain
