comparison,valid_pairs,RMSE,MAE,Bias_IMERG_minus_IMD,Correlation,IMERG_mean,IMD_mean,IMERG_max,IMD_max
IMERG versus IMD,153822,18.956995010375977,9.872001647949219,0.4378587603569031,0.3960698106780912,9.296186447143555,8.858327865600586,214.6950225830078,534.245849609375
