shapeID,shapeName,date,mapping_method,gefs_mean_mm,gefs_max_mm,observed_mean_mm,observed_max_mm,heavy_probability_mean,heavy_probability_max,very_heavy_probability_max,grid_cells,risk_level,very_heavy_experimental,correction_raw_mean_mm,global_corrected_mean_mm,global_corrected_max_mm,regime_corrected_mean_mm,regime_corrected_max_mm,regime_adjustment_mm,global_adjustment_mm
76128533B7545062765383,Sambhal,2018-07-27,contained_grid,3.02,5.8999996,10.751875,15.86,0.0020932558,0.0048557543,0.00026173992,4,Low Modelled Signal,False,3.02,0.12639797,0.50559187,0.12251782,0.4900713,-2.8974822,-2.8936019
76128533B35465481868600,Samli,2018-07-27,contained_grid,21.100002,21.100002,79.697495,79.697495,0.0096477335,0.0096477335,0.000154914,1,Low Modelled Signal,False,21.100002,15.705595,15.705595,15.690074,15.690074,-5.4099283,-5.3944073
76128533B40480360118262,Sangareddy,2018-07-27,contained_grid,0.72400004,0.88000005,0.042499997,0.13749999,0.00012914535,0.00013509231,2.3038489e-05,5,Low Modelled Signal,False,0.72400004,0.0,0.0,0.0,0.0,-0.72400004,-0.72400004
76128533B9892158671522,Sangli,2018-07-27,contained_grid,2.325,7.2999997,0.93774998,3.7824998,0.00094147259,0.0061512277,0.00090573472,10,Low Modelled Signal,False,2.325,0.19055919,1.905592,0.18900713,1.8900714,-2.135993,-2.1344409
76128533B82601690264832,Sangrur,2018-07-27,contained_grid,10.559999,21.859999,0.41589284,1.4599999,0.0054818396,0.0067589902,0.0001575988,7,Low Modelled Signal,False,10.559999,5.6639943,16.465591,5.6529078,16.450069,-4.9070916,-4.8960052
76128533B54279951806726,Sant Kabir Nagar,2018-07-27,contained_grid,7.5333333,13.630001,19.448334,25.932499,0.016831566,0.034360215,0.0050438531,3,Low Modelled Signal,False,7.5333333,3.1337287,8.2355938,3.1233814,8.2200727,-4.4099522,-4.3996048
76128533B87515288456202,Sant Ravidas Nagar (Bhadohi),2018-07-27,contained_grid,2.7599998,3.3199997,6.3125,6.3649998,0.0029998866,0.0031273146,0.00042508307,2,Low Modelled Signal,False,2.7599998,0.0,0.0,0.0,0.0,-2.7599998,-2.7599998
76128533B50275440439236,Saraikela-Kharsawan,2018-07-27,contained_grid,10.740001,12.389999,4.2600002,8.3400002,0.0239802,0.030815452,0.00072337716,3,Low Modelled Signal,False,10.740001,5.345592,6.9955916,5.3300714,6.9800711,-5.4099293,-5.3944087
76128533B19903856317609,Saran,2018-07-27,contained_grid,11.554001,15.640001,21.736752,31.995003,0.010797414,0.011564254,0.00016124712,5,Low Modelled Signal,False,11.554001,6.1595931,10.245594,6.1440725,10.230073,-5.4099283,-5.3944077
76128533B93152786731267,Satara,2018-07-27,contained_grid,3.9347057,11.27,3.6697793,25.577499,0.0023235111,0.0072705094,0.0013147956,17,Low Modelled Signal,False,3.9347057,1.1383747,5.8755918,1.1347227,5.8600712,-2.799983,-2.7963309
76128533B39705008578419,Satna,2018-07-27,contained_grid,9.4918184,17.559999,1.1352272,4.2749996,0.0076240585,0.013173623,0.00040496909,11,Low Modelled Signal,False,9.4918184,4.1114478,12.165592,4.0973377,12.150071,-5.3944807,-5.3803706
76128533B28138828116492,Sawai Madhopur,2018-07-27,contained_grid,44.789997,56.490002,0.36937499,0.64874995,0.042910021,0.06350825,0.00055998837,6,Low Modelled Signal,False,44.789997,39.395592,51.095592,39.380074,51.080074,-5.4099236,-5.3944054
76128533B39959897010345,Sehore,2018-07-27,contained_grid,4.90625,9.2700005,1.5579687,2.655,0.0025373341,0.0077179577,0.00045395919,8,Low Modelled Signal,False,4.90625,0.62764812,3.8755927,0.62376797,3.8600721,-4.2824821,-4.2786016
76128533B95642877176862,Senapati,2018-07-27,contained_grid,35.134998,38.159996,9.7624989,13.529999,0.013717953,0.01421203,0.00021017242,2,Low Modelled Signal,False,35.134998,29.740589,32.765587,29.725071,32.750069,-5.4099274,-5.3944092
76128533B78482805703540,Seoni,2018-07-27,contained_grid,4.0938463,14.200001,0.009615385,0.07,0.0028851819,0.015646281,0.0009115829,13,Low Modelled Signal,False,4.0938463,0.78249002,8.8055935,0.77771437,8.7900724,-3.3161321,-3.3113563
76128533B49456368048033,Serchhip,2018-07-27,contained_grid,22.460001,22.620001,3.2887502,3.7550001,0.014872747,0.014940564,0.00050922541,2,Low Modelled Signal,False,22.460001,17.065594,17.225594,17.050072,17.210072,-5.4099293,-5.3944073
76128533B81419063387740,Shahdara,2018-07-27,nearest_grid,6.6900001,6.6900001,26.900005,26.900005,0.024906497,0.024906497,0.00021722532,1,Low Modelled Signal,False,6.6900001,1.2955923,1.2955923,1.2800717,1.2800717,-5.4099283,-5.3944077
76128533B79303776608295,Shahdol,2018-07-27,contained_grid,22.2925,28.1,0.65062499,1.3275,0.014899748,0.019273857,0.00096709095,8,Low Modelled Signal,False,22.2925,16.898092,22.705593,16.882572,22.690071,-5.4099274,-5.3944073
76128533B14984770113274,Shahid Bhagat Singh Nagar,2018-07-27,contained_grid,8.8950005,16.730001,4.0574999,6.3399997,0.0036873345,0.0052377884,7.2142779e-05,2,Low Modelled Signal,False,8.8950005,5.6677971,11.335594,5.6600366,11.320073,-3.2349639,-3.2272034
76128533B96870418529164,Shahjahanpur,2018-07-27,contained_grid,2.5137501,6.3300004,41.408436,57.647499,0.0015682882,0.0039066486,0.00013045533,8,Low Modelled Signal,False,2.5137501,0.11694908,0.93559265,0.11500901,0.92007208,-2.398741,-2.396801
76128533B30477486088156,Shajapur,2018-07-27,contained_grid,2.796,3.5800002,0.1125,0.52,0.00063365849,0.00090286357,0.00010112329,5,Low Modelled Signal,False,2.796,0.0,0.0,0.0,0.0,-2.796,-2.796
76128533B29672216830072,Sheikhpura,2018-07-27,contained_grid,11.25,11.25,9.9099998,9.9099998,0.022090428,0.022090428,0.00015318164,1,Low Modelled Signal,False,11.25,5.8555923,5.8555923,5.8400717,5.8400717,-5.4099283,-5.3944077
76128533B74961596993088,Sheohar,2018-07-27,contained_grid,40.509998,40.509998,14.4875,14.4875,0.015726306,0.015726306,0.00057674415,1,Low Modelled Signal,False,40.509998,35.115589,35.115589,35.100071,35.100071,-5.4099274,-5.3944092
76128533B82240600990321,Sheopur,2018-07-27,contained_grid,49.506248,55.050003,0.35,1.05125,0.042757645,0.060374431,0.0010732879,8,Low Modelled Signal,False,49.506248,44.111839,49.655594,44.096321,49.640076,-5.4099274,-5.3944092
76128533B46084756537322,Shi Yomi,2018-07-27,contained_grid,16.344999,20.369999,12.094791,21.69375,0.0072645643,0.0097174821,0.00098419981,6,Low Modelled Signal,False,16.344999,10.950592,14.975592,10.935071,14.960071,-5.4099283,-5.3944073
76128533B77537928419507,Shimla,2018-07-27,contained_grid,40.902222,55.82,55.380833,96.25499,0.013479901,0.015307182,0.00046539365,9,Low Modelled Signal,False,40.902222,35.507812,50.425591,35.492294,50.410072,-5.4099274,-5.3944092
76128533B85389886560116,Shimoga,2018-07-27,contained_grid,5.5930767,15.450001,0.49144235,2.9175003,0.0039458978,0.018195899,0.00035910343,13,Low Modelled Signal,False,5.5930767,2.1313818,10.055593,2.1254122,10.040072,-3.4676645,-3.461695
76128533B66335428496945,Shivpuri,2018-07-27,contained_grid,36.405884,59.16,1.7758822,6.1024995,0.032269962,0.049970407,0.0028160596,17,Low Modelled Signal,False,36.405884,31.011475,53.765591,30.995955,53.750072,-5.4099293,-5.3944092
76128533B34832354589031,Shrawasti,2018-07-27,contained_grid,5.7700005,7.1600003,11.082084,14.9175,0.0073150792,0.01048501,0.0009800276,3,Low Modelled Signal,False,5.7700005,1.0570617,1.7655926,1.0467147,1.750072,-4.7232857,-4.7129388
76128533B37825396764028,Shupiyan,2018-07-27,contained_grid,5.2850003,6.6400003,1.71875,1.9625,0.00067232834,0.00089671568,2.9258281e-05,2,Low Modelled Signal,False,5.2850003,0.6227963,1.2455926,0.61503601,1.230072,-4.6699643,-4.6622038
76128533B95910687666425,Siang,2018-07-27,contained_grid,30.92,30.92,1.7474999,1.7474999,0.0083200093,0.0083200093,0.00030391177,1,Low Modelled Signal,False,30.92,25.525593,25.525593,25.510071,25.510071,-5.4099293,-5.3944073
76128533B40509297062120,Siddharthnagar,2018-07-27,contained_grid,20.439999,28.109999,23.245623,24.272499,0.03168498,0.043558832,0.0033874912,4,Low Modelled Signal,False,20.439999,15.045592,22.715591,15.030071,22.700069,-5.4099274,-5.3944063
76128533B31111781432113,Siddipet,2018-07-27,contained_grid,0.456,0.64,0.054250002,0.14,0.00013591397,0.00013919435,2.3038489e-05,5,Low Modelled Signal,False,0.456,0.0,0.0,0.0,0.0,-0.456,-0.456
76128533B53791014455989,Sidhi,2018-07-27,contained_grid,10.021667,12.48,1.4554167,4.8887501,0.0095155137,0.011838406,0.00040244986,6,Low Modelled Signal,False,10.021667,4.6272588,7.0855918,4.6117382,7.0700712,-5.4099283,-5.3944077
76128533B20732636837048,Sikar,2018-07-27,contained_grid,10.24,54.419998,0.13125001,0.66750002,0.025729274,0.080032974,0.0028167374,11,Low Modelled Signal,False,10.24,7.2225418,49.025589,7.2154875,49.010071,-3.0245123,-3.017458
76128533B15601995412161,Simdega,2018-07-27,contained_grid,17.469999,23.400002,3.9570312,6.2,0.023714639,0.028689487,0.0019894643,8,Low Modelled Signal,False,17.469999,12.075592,18.005594,12.060072,17.990074,-5.4099274,-5.3944073
76128533B39238815774480,Sindhudurg,2018-07-27,contained_grid,13.872223,17.070002,2.675,5.8462501,0.015714196,0.021002775,0.0011589089,9,Low Modelled Signal,False,13.872223,8.4778156,11.675594,8.4622936,11.660073,-5.4099293,-5.3944073
76128533B50014751336341,Singrauli,2018-07-27,contained_grid,8.7349997,12.96,3.4595311,11.0775,0.0089873066,0.011609291,0.00028788322,8,Low Modelled Signal,False,8.7349997,3.3405924,7.5655923,3.3250718,7.5500717,-5.4099278,-5.3944073
76128533B43965372582859,Sipahijula,2018-07-27,contained_grid,25.170002,25.170002,16.8475,16.8475,0.019601515,0.019601515,0.00038965084,1,Low Modelled Signal,False,25.170002,19.775595,19.775595,19.760075,19.760075,-5.4099274,-5.3944073
76128533B11802210119774,Sirmaur,2018-07-27,contained_grid,21.081999,29.48,88.365501,108.9825,0.0099151116,0.012700874,8.9834197e-05,5,Low Modelled Signal,False,21.081999,15.687592,24.085592,15.672071,24.070072,-5.4099274,-5.3944073
76128533B49867917697487,Sirohi,2018-07-27,contained_grid,1.2125,2.28,0.065937504,0.52750003,0.00056863669,0.0014555758,3.3044562e-05,8,Low Modelled Signal,False,1.2125,0.0,0.0,0.0,0.0,-1.2125,-1.2125
76128533B84837672903805,Sirsa,2018-07-27,contained_grid,0.36833334,1.0,0.0079166666,0.0475,0.00098774221,0.0013657922,7.0980452e-05,6,Low Modelled Signal,False,0.36833334,0.0,0.0,0.0,0.0,-0.36833334,-0.36833334
76128533B21922686388534,Sitamarhi,2018-07-27,contained_grid,52.876667,61.5,15.636666,20.157499,0.0097533353,0.010288297,0.00076635549,3,Low Modelled Signal,False,52.876667,47.482258,56.105591,47.466736,56.090073,-5.4099312,-5.3944092
76128533B8998698404381,Sitapur,2018-07-27,contained_grid,1.0922222,2.1699998,10.317638,19.192499,0.00040459741,0.00068868732,5.0732167e-05,9,Low Modelled Signal,False,1.0922222,0.0,0.0,0.0,0.0,-1.0922222,-1.0922222
76128533B89925537847414,Sivaganga,2018-07-27,contained_grid,0.030000001,0.05,1.7245833,2.5337498,0.00010180386,0.000114116,1.3616522e-05,3,Low Modelled Signal,False,0.030000001,0.0,0.0,0.0,0.0,-0.030000001,-0.030000001
76128533B21722277889516,Sivasagar,2018-07-27,contained_grid,18.745001,21.77,21.852499,23.984999,0.010264071,0.012202385,0.0011844903,2,Low Modelled Signal,False,18.745001,13.350593,16.375593,13.335073,16.360073,-5.4099283,-5.3944082
76128533B14033116794334,Siwan,2018-07-27,contained_grid,15.536667,17.030001,4.7075,5.1750002,0.013219625,0.017189588,0.0002818061,3,Low Modelled Signal,False,15.536667,10.142259,11.635593,10.126739,11.620072,-5.4099283,-5.3944082
76128533B58569599021232,Solan,2018-07-27,contained_grid,33.036667,39.139999,21.365417,31.557497,0.010451692,0.011268422,0.00013268672,3,Low Modelled Signal,False,33.036667,27.642258,33.74559,27.62674,33.730072,-5.4099274,-5.3944092
76128533B62490300334729,Solapur,2018-07-27,contained_grid,0.66260868,1.46,0.32766303,1.8924999,0.00016189113,0.00021401055,4.1670963e-05,23,Low Modelled Signal,False,0.66260868,0.0,0.0,0.0,0.0,-0.66260868,-0.66260868
76128533B52058654769647,Sonbhadra,2018-07-27,contained_grid,12.50375,15.6,7.8362498,18.0725,0.010309364,0.012250979,0.0002777859,8,Low Modelled Signal,False,12.50375,7.1093421,10.205593,7.0938215,10.190072,-5.4099283,-5.3944077
76128533B69536039643660,Sonipat,2018-07-27,contained_grid,25.965,30.319998,20.365002,30.684999,0.015246728,0.017924218,0.00090055732,2,Low Modelled Signal,False,25.965,20.570591,24.925591,20.555071,24.910069,-5.4099293,-5.3944092
76128533B41005496708834,Sonitpur,2018-07-27,contained_grid,27.057499,30.349998,28.490623,34.307499,0.017346267,0.020833613,0.000748522,4,Low Modelled Signal,False,27.057499,21.663094,24.955591,21.647572,24.940071,-5.4099274,-5.3944054
76128533B97089774514948,South,2018-07-27,contained_grid,8.9700003,8.9700003,18.1775,18.1775,0.027132615,0.027132615,0.00021854576,1,Low Modelled Signal,False,8.9700003,3.5755925,3.5755925,3.5600719,3.5600719,-5.4099283,-5.3944077
76128533B22587307937261,South Andaman,2018-07-27,contained_grid,3.6475,5.87,3.1678126,7.8500004,0.00040893519,0.0005466484,0.00010644747,4,Low Modelled Signal,False,3.6475,0.11889803,0.47559214,0.11501789,0.46007156,-3.5324821,-3.5286021
76128533B10270619600482,South District,2018-07-27,nearest_grid,15.790001,15.790001,5.585,5.585,0.028315334,0.028315334,0.00033666493,1,Low Modelled Signal,False,15.790001,10.395594,10.395594,10.380073,10.380073,-5.4099283,-5.3944073
76128533B1420136949169,South East,2018-07-27,nearest_grid,8.9700003,8.9700003,18.1775,18.1775,0.027132615,0.027132615,0.00021854576,1,Low Modelled Signal,False,8.9700003,3.5755925,3.5755925,3.5600719,3.5600719,-5.4099283,-5.3944077
76128533B79750857313751,South Garo Hills,2018-07-27,contained_grid,57.445,57.700001,16.283751,21.985001,0.0074485885,0.0083041871,0.00074860919,2,Low Modelled Signal,False,57.445,52.050591,52.305592,52.035072,52.290073,-5.4099274,-5.3944092
76128533B63117839967753,South Goa,2018-07-27,contained_grid,13.343333,13.920001,0.825,1.2674999,0.015950283,0.017677369,0.0013623973,3,Low Modelled Signal,False,13.343333,7.948925,8.5255928,7.9334049,8.5100727,-5.4099283,-5.3944082
76128533B20298037622173,South Salmara-Mankachar,2018-07-27,nearest_grid,26.17,26.17,6.6524565e-14,6.6524565e-14,0.0056145187,0.0056145187,0.0003733621,1,Low Modelled Signal,False,26.17,20.775593,20.775593,20.760071,20.760071,-5.4099293,-5.3944073
76128533B67748245133340,South Tripura,2018-07-27,contained_grid,21.200001,21.200001,28.279999,28.279999,0.020491568,0.020491568,0.00052031787,1,Low Modelled Signal,False,21.200001,15.805593,15.805593,15.790072,15.790072,-5.4099283,-5.3944073
76128533B2860535426345,South Twenty Four Parganas,2018-07-27,contained_grid,16.86923,33.48,21.280479,40.307499,0.079880632,0.13565113,0.01350102,13,Heavy Rain Watch,False,16.86923,11.602855,28.085592,11.588528,28.070072,-5.2807026,-5.2663755
76128533B53136419849111,South West,2018-07-27,nearest_grid,16.870001,16.870001,19.960001,19.960001,0.072788842,0.072788842,0.00033192409,1,Low Modelled Signal,False,16.870001,11.475594,11.475594,11.460073,11.460073,-5.4099283,-5.3944073
76128533B52906466328910,South West Garo Hills,2018-07-27,contained_grid,29.400002,29.400002,9.0350008,9.0350008,0.00514099,0.00514099,0.00024693777,1,Low Modelled Signal,False,29.400002,24.005594,24.005594,23.990074,23.990074,-5.4099274,-5.3944073
76128533B27102120636500,South West Khasi Hills,2018-07-27,contained_grid,61.139999,61.900002,35.855,39.189999,0.019998901,0.022395764,0.00091092417,2,Low Modelled Signal,False,61.139999,55.74559,56.505592,55.730072,56.490074,-5.4099274,-5.3944092
76128533B55622097933343,Sri Potti Sriramulu Nellore,2018-07-27,contained_grid,0.0033333329,0.04,0.19402778,1.4150001,0.00019874064,0.00025062129,3.9735965e-05,18,Low Modelled Signal,False,0.0033333329,0.0,0.0,0.0,0.0,-0.0033333329,-0.0033333329
76128533B59405966069108,Srikakulam,2018-07-27,contained_grid,0.31900001,0.84000003,1.780875,3.7875001,0.00024032747,0.00048697955,7.205052e-05,10,Low Modelled Signal,False,0.31900001,0.0,0.0,0.0,0.0,-0.31900001,-0.31900001
76128533B32249045995424,Srinagar,2018-07-27,contained_grid,4.9699998,4.9699998,1.5175,1.5175,0.00056447415,0.00056447415,2.0803825e-05,1,Low Modelled Signal,False,4.9699998,0.0,0.0,0.0,0.0,-4.9699998,-4.9699998
76128533B6884509901047,Subarnapur,2018-07-27,contained_grid,11.1575,14.14,3.194375,3.6000001,0.0096125444,0.012543586,0.0026485308,4,Low Modelled Signal,False,11.1575,5.7630925,8.7455921,5.7475719,8.730072,-5.4099283,-5.3944077
76128533B53316015271969,Sukma,2018-07-27,contained_grid,7.0742865,12.030001,5.6364284,15.71375,0.0027097615,0.0035510955,0.00024722514,7,Low Modelled Signal,False,7.0742865,1.9297091,6.6355929,1.918623,6.6200724,-5.1556635,-5.1445775
76128533B1996088953603,Sultanpur,2018-07-27,contained_grid,2.635,3.1399999,4.2781253,11.767501,0.0014195764,0.0014756594,0.00011249528,4,Low Modelled Signal,False,2.635,0.0,0.0,0.0,0.0,-2.635,-2.635
76128533B6128685860104,Sundargarh,2018-07-27,contained_grid,8.2838459,16.960001,4.9339423,7.4825001,0.013674534,0.020628534,0.0017823173,13,Low Modelled Signal,False,8.2838459,2.8894386,11.565594,2.8739181,11.550073,-5.4099278,-5.3944073
76128533B62794162648247,Supaul,2018-07-27,contained_grid,99.552505,125.67,4.6693754,14.236251,0.031507704,0.033836614,0.0014529619,4,Low Modelled Signal,False,99.552505,94.158096,120.27559,94.142578,120.26007,-5.4099274,-5.3944092
76128533B46979893461805,Surajpur,2018-07-27,contained_grid,17.360001,18.530001,4.6109371,10.2925,0.012542615,0.014326903,0.0005388906,4,Low Modelled Signal,False,17.360001,11.965593,13.135593,11.950071,13.120072,-5.4099293,-5.3944073
76128533B97372652494648,Surat,2018-07-27,contained_grid,3.5800002,4.6,0.05875,0.235,0.0010215231,0.0015337458,0.00013875465,4,Low Modelled Signal,False,3.5800002,0.0,0.0,0.0,0.0,-3.5800002,-3.5800002
76128533B7851306475665,Surendranagar,2018-07-27,contained_grid,0.78153843,1.1500001,0.28269231,1.15625,0.00051507115,0.0010321164,3.6205602e-05,13,Low Modelled Signal,False,0.78153843,0.0,0.0,0.0,0.0,-0.78153843,-0.78153843
76128533B52487813780503,Surguja,2018-07-27,contained_grid,19.703333,21.08,6.7293754,9.8474989,0.020958757,0.027411152,0.0014325583,6,Low Modelled Signal,False,19.703333,14.308927,15.685593,14.293406,15.670072,-5.4099264,-5.3944063
76128533B24594618908349,Suryapet,2018-07-27,contained_grid,0.046666667,0.17,0.38458332,0.66499996,0.00018860179,0.00021651889,2.4370025e-05,6,Low Modelled Signal,False,0.046666667,0.0,0.0,0.0,0.0,-0.046666667,-0.046666667
76128533B11421856387892,Tamenglong,2018-07-27,contained_grid,19.327499,23.23,6.2403126,11.415,0.0095829424,0.012879506,0.00023091881,4,Low Modelled Signal,False,19.327499,13.933092,17.835592,13.917571,17.820072,-5.4099283,-5.3944073
76128533B12519626815499,Tapi,2018-07-27,contained_grid,5.8583336,7.25,0.013125,0.04,0.0023215371,0.0031832932,0.00028505467,6,Low Modelled Signal,False,5.8583336,0.49206147,1.8555923,0.4817144,1.8400717,-5.3766193,-5.366272
76128533B54652028494758,Tarn Taran,2018-07-27,contained_grid,21.652,24.610001,5.1322494,9.4949989,0.0098032188,0.014907733,0.0004467064,5,Low Modelled Signal,False,21.652,16.257593,19.215593,16.242071,19.200073,-5.4099293,-5.3944073
76128533B18668117085772,Tawang,2018-07-27,contained_grid,8.7040005,12.06,6.3039999,12.315,0.0033279695,0.0068878997,0.00010625892,5,Low Modelled Signal,False,8.7040005,3.309592,6.6655927,3.2940717,6.6500721,-5.4099288,-5.3944082
76128533B61134942989820,Tehri Garhwal,2018-07-27,contained_grid,28.585712,35.139996,64.612679,105.7275,0.011648749,0.012820316,0.00031407757,7,Low Modelled Signal,False,28.585712,23.191305,29.745588,23.175785,29.730068,-5.4099274,-5.3944073
76128533B61831576863813,Tengnoupal,2018-07-27,contained_grid,77.07,85.540001,32.42625,41.915001,0.025193255,0.032073971,0.00082112435,2,Low Modelled Signal,False,77.07,71.675591,80.145592,71.660072,80.130074,-5.4099274,-5.3944092
76128533B27604563137530,Tenkasi,2018-07-27,contained_grid,0.21333331,0.61999995,0.0,0.0,0.00010565294,0.00012154415,1.2875185e-05,3,Low Modelled Signal,False,0.21333331,0.0,0.0,0.0,0.0,-0.21333331,-0.21333331
76128533B74859418903113,Thane,2018-07-27,contained_grid,9.5939999,12.41,1.31075,2.8500001,0.0076327473,0.0099142622,0.00052668154,5,Low Modelled Signal,False,9.5939999,4.1995921,7.0155921,4.1840715,7.0000715,-5.4099283,-5.3944077
76128533B54279577656282,Thanjavur,2018-07-27,contained_grid,1.242,3.03,0.1225,0.30500001,0.00011644713,0.0001282852,2.851627e-05,5,Low Modelled Signal,False,1.242,0.0,0.0,0.0,0.0,-1.242,-1.242
76128533B16271917438029,The Dangs,2018-07-27,contained_grid,5.5766664,6.21,0.16,0.29749998,0.0029920291,0.0040743453,0.00015820464,3,Low Modelled Signal,False,5.5766664,0.27186409,0.81559229,0.26669058,0.80007172,-5.3099756,-5.3048024
76128533B21812274124310,The Nilgiris,2018-07-27,contained_grid,1.5233332,2.6799996,3.988333,5.9924994,0.0002135879,0.00029099296,4.4952001e-05,3,Low Modelled Signal,False,1.5233332,0.0,0.0,0.0,0.0,-1.5233332,-1.5233332
76128533B79135514077232,Theni,2018-07-27,contained_grid,0.43666664,1.29,0.11791667,0.33875,0.00013816258,0.00017991445,1.6451306e-05,3,Low Modelled Signal,False,0.43666664,0.0,0.0,0.0,0.0,-0.43666664,-0.43666664
76128533B45592431373253,Thiruvallur,2018-07-27,contained_grid,0.083333336,0.2,0.17833333,0.355,0.00021908786,0.00034489552,2.1884574e-05,3,Low Modelled Signal,False,0.083333336,0.0,0.0,0.0,0.0,-0.083333336,-0.083333336
76128533B33162455176756,Thiruvananthapuram,2018-07-27,contained_grid,2.26,3.1300001,0.25333333,0.755,0.00012166636,0.00016133046,1.7806407e-05,3,Low Modelled Signal,False,2.26,0.0,0.0,0.0,0.0,-2.26,-2.26
76128533B45072089356239,Thiruvarur,2018-07-27,contained_grid,1.9566666,3.07,0.11666665,0.16749999,0.0001627548,0.00024955775,3.1140062e-05,3,Low Modelled Signal,False,1.9566666,0.0,0.0,0.0,0.0,-1.9566666,-1.9566666
76128533B31241181851990,Thoothukkudi,2018-07-27,contained_grid,0.1,0.8,0.049218751,0.3175,0.00014787154,0.0002171408,1.7959095e-05,8,Low Modelled Signal,False,0.1,0.0,0.0,0.0,0.0,-0.1,-0.1
76128533B44197302080139,Thoubal,2018-07-27,nearest_grid,36.279999,36.279999,19.807499,19.807499,0.019607475,0.019607475,0.00023317614,1,Low Modelled Signal,False,36.279999,30.885592,30.885592,30.870071,30.870071,-5.4099274,-5.3944073
76128533B75696328527555,Thrissur,2018-07-27,contained_grid,9.8850002,10.269999,0.42249998,0.84499997,0.0014576829,0.001693976,0.0001305248,2,Low Modelled Signal,False,9.8850002,4.490592,4.8755908,4.4750714,4.8600702,-5.4099288,-5.3944082
76128533B1566053393466,Tikamgarh,2018-07-27,contained_grid,4.6700006,6.1800003,5.4401779,14.734998,0.0068054325,0.010216327,0.00021165132,7,Low Modelled Signal,False,4.6700006,0.17445496,0.78559256,0.17002051,0.77007198,-4.49998,-4.4955454
76128533B8920527783032,Tinsukia,2018-07-27,contained_grid,57.806667,68.790009,2.8012497,5.4324999,0.024007464,0.035587508,0.0046317149,6,Low Modelled Signal,False,57.806667,52.412258,63.395599,52.39674,63.380081,-5.4099274,-5.3944092
76128533B99469070633974,Tirap,2018-07-27,contained_grid,66.669998,66.669998,32.01125,32.01125,0.037762951,0.037762951,0.00049978669,1,Low Modelled Signal,False,66.669998,61.275589,61.275589,61.260071,61.260071,-5.4099274,-5.3944092
76128533B1645877589145,Tiruchirappalli,2018-07-27,contained_grid,0.16500001,0.59000003,0.087083332,0.295,0.00012435684,0.0001776089,1.9112238e-05,6,Low Modelled Signal,False,0.16500001,0.0,0.0,0.0,0.0,-0.16500001,-0.16500001
76128533B52639434516056,Tirunelveli,2018-07-27,contained_grid,0.11333332,0.65,0.040416662,0.14999999,8.7398679e-05,0.00012154415,1.4170423e-05,6,Low Modelled Signal,False,0.11333332,0.0,0.0,0.0,0.0,-0.11333332,-0.11333332
76128533B11403491783632,Tirupathur,2018-07-27,contained_grid,0.0033333332,0.01,0.3445833,0.62999994,0.00013866596,0.00017543888,2.1214786e-05,3,Low Modelled Signal,False,0.0033333332,0.0,0.0,0.0,0.0,-0.0033333332,-0.0033333332
76128533B57036825942975,Tiruppur,2018-07-27,contained_grid,0.1525,0.42000002,0.328125,0.6825,0.00012507549,0.00015228616,2.1968284e-05,8,Low Modelled Signal,False,0.1525,0.0,0.0,0.0,0.0,-0.1525,-0.1525
76128533B89575258858457,Tiruvannamalai,2018-07-27,contained_grid,0.20142856,0.78,0.18392858,0.78499997,0.00013089308,0.00017689161,2.4772777e-05,7,Low Modelled Signal,False,0.20142856,0.0,0.0,0.0,0.0,-0.20142856,-0.20142856
76128533B54301724756864,Tonk,2018-07-27,contained_grid,6.2030001,22.969997,0.52012497,0.94749993,0.011416191,0.03000214,0.00061007036,10,Low Modelled Signal,False,6.2030001,2.8616776,17.57559,2.8570213,17.56007,-3.3459787,-3.3413224
76128533B82052450002431,Tuensang,2018-07-27,contained_grid,50.206665,59.970001,24.730833,38.712498,0.026268207,0.037519462,0.00049563847,3,Low Modelled Signal,False,50.206665,44.812256,54.575592,44.796741,54.560074,-5.4099236,-5.3944092
76128533B64905184636422,Tumkur,2018-07-27,contained_grid,0.2325,0.43,0.38770831,2.9599998,0.00012738341,0.00014376543,3.1572916e-05,12,Low Modelled Signal,False,0.2325,0.0,0.0,0.0,0.0,-0.2325,-0.2325
76128533B37392223136185,Udaipur,2018-07-27,contained_grid,2.2758822,4.2600002,0.12757352,1.29,0.00183482,0.0037845063,0.00050292606,17,Low Modelled Signal,False,2.2758822,0.0,0.0,0.0,0.0,-2.2758822,-2.2758822
76128533B20307518801538,Udalguri,2018-07-27,contained_grid,18.396667,21.82,14.311667,21.32,0.012683983,0.01451469,0.00075087271,3,Low Modelled Signal,False,18.396667,13.002259,16.425592,12.986739,16.410072,-5.4099283,-5.3944082
76128533B46531174070538,Udham Singh Nagar,2018-07-27,contained_grid,18.911999,25.309999,7.6087494,11.28875,0.0097477837,0.010986932,0.00031040545,5,Low Modelled Signal,False,18.911999,13.517593,19.915592,13.502072,19.90007,-5.4099264,-5.3944054
76128533B31127900859310,Udhampur,2018-07-27,contained_grid,13.420001,15.88,3.5150001,4.6,0.0056785718,0.0063739521,0.00033677023,3,Low Modelled Signal,False,13.420001,8.0255919,10.485592,8.0100718,10.470072,-5.4099293,-5.3944092
76128533B4839184447445,Udupi,2018-07-27,contained_grid,13.511999,15.63,2.45575,2.7750001,0.011584051,0.019254688,0.0012165303,5,Low Modelled Signal,False,13.511999,8.1175919,10.235592,8.1020718,10.220072,-5.4099274,-5.3944073
